id_cliente,idade,saldo_atual,divida_atual,renda_anual,valor_em_investimentos,taxa_utilizacao_credito,num_emprestimos,num_contas_bancarias,num_cartoes_credito,dias_atraso_dt_venc,num_pgtos_atrasados,num_consultas_credito,taxa_juros,investe_exterior,pessoa_polit_exp,limite_adicional
4747,20,274.53733906274056,3012.26,67460.98275,141.13453841919204,27.2650801003844,9,8,9,55,20,1827,17,Não,Não,Negar
9586,36,431.43498162354246,1428.43,38643.51764,62.528685043124206,30.547246060381195,0,1,1,12,2,4,2,Não,Não,Negar
8731,40,780.359471030047,872.45,115346.53,62.60975962258728,25.748341793939968,6,3,7,27,8,4,5262,Não,Não,Negar
1484,59,287.9670069205582,89.62,18301.14715,105.20536970058988,24.79203225252295,3,6,6,21,20,1,12,Não,Não,Negar
11442,61,312.0428066351969,708.27,23195.217675,105.46194647802648,31.16410401754713,2,4,4,6,8,4,4,Não,Não,Conceder
3245,31,268.49325537042387,954.72,82446.97152,447.5703010805386,32.243183305607964,3,0,2,11,0,1,12,Não,Não,Conceder
1011,49,289.1870736451238,1396.41,96128.44128,668.5954383598191,35.60151946443986,1,0,2,5,0,4,7,Não,Não,Conceder
11615,58,411.73310609236086,661.01,42503.66239,72.47706370011959,27.95414443145861,1,4,5,7,7,3,2,Não,Não,Negar
648,31,378.48921753087023,595.94,40883.51617,61.252478486969615,29.00303482991209,3,3,5,10,16,4,5,Não,Não,Conceder
5583,29,391.5598443145444,1898.0,43994.209,136.1062937644301,26.08196927273029,2,7,6,25,15,7,32,Não,Não,Negar
9187,58,893.4360746828778,551.46,139251.30508,367.60353659923055,31.22053545088127,2,8,7,22,12,2,19,Sim,Não,Negar
737,48,878.9897406553386,446.72,106495.92642,98.56388730685876,39.80956992548793,2,3,6,4,1,3,1,Não,Não,Conceder
11369,33,215.92207854487825,4687.35,20346.08702,143.12943629249318,35.272415254007825,9,10,5,44,18,12,34,Sim,Não,Negar
3743,28,336.59162087747774,3136.21,21871.50112,17.334376222608338,24.97960122818661,5,9,8,36,25,9,26,Não,Não,Negar
7584,48,337.9241429159595,632.93,21881.694415,73.69847396176365,36.88142384319677,2,5,7,20,14,0,17,Não,Não,Negar
7727,23,270.3334111712913,1434.58,39237.10651,58.63563115433495,39.55213330457039,7,8,7,23,18,7,15,Não,Não,Negar
9920,30,1053.4986311719642,41.35,129791.81072,134.20147774873143,30.550164060141945,1,0,6,8,11,4,5,Sim,Não,Negar
2808,33,350.44736032037383,939.54,38484.19421,10000.0,29.850034757312287,3,1,6,5,1,1,7,Não,Não,Negar
4044,42,262.53594396545486,1456.87,43867.07808,134.20147774873143,31.723434113170967,2,6,6,9,14,7,19,Não,Não,Negar
9774,27,663.2013237556408,211.56,96155.57408,292.88900957769243,34.34335829063836,100,3,4,20,17,4,20,Não,Não,Negar
10219,45,684.4262038935364,1357.57,74131.26699999999,134.20147774873143,34.27514701563611,1,7,6,7,8,3,5,Não,Não,Conceder
4402,30,191.42747689072448,1975.78,21668.27019,136.28621420082578,33.50326029812389,7,8,7,24,10,7,16,Não,Não,Negar
9674,28,269.276648490244,2443.14,24139.81661,107.85707402935644,39.88622773588711,7,9,6,28,22,9,15,Sim,Não,Negar
4844,25,907.809642655455,1475.49,130689.15903,10000.0,38.59699252030765,100,0,7,13,3,4,2,Não,Sim,Negar
1979,46,561.8795484512488,2286.15,77724.08511999999,133.84111493464414,36.20415136158368,3,7,6,5,16,8,16,Não,Sim,Negar
10567,46,494.0909005375263,1361.41,132662.04116,573.1095001320571,33.30028000718257,4,2,6,26,5,3,12,Não,Não,Negar
3509,32,223.4196489653652,1344.19,28011.85016,252.41190823347443,24.643916602995954,1,7,5,25,13,2,19,Não,Não,Negar
2520,24,291.45296036799107,1942.4,25571.25515,83.93720389575569,25.26513637207725,6,6,7,13,15,10,24,Não,Não,Negar
1397,52,304.6705962271613,290.97,23669.216025,54.332651617901,24.206677472584964,2,6,5,28,11,0,15,Não,Não,Negar
11690,54,434.88279822753753,215.05,73331.61839999999,373.7647017724624,34.12939390369238,0,5,550,1,14,1,8,Não,Não,Conceder
7268,36,240.81059143685616,2913.45,61311.936,115.27617089900764,27.081592982880725,9,9,10,38,16,6,22,Não,Não,Negar
1985,33,920.2038133757992,715.97,174705.61823999998,831.1491866242008,31.19575082482605,0,246,1,2,6,1,5,Não,Não,Conceder
6068,5718,314.79289944381304,124.1,36370.44663,77.72150061525234,34.12825198133842,100,5,7,23,20,1,17,Não,Não,Negar
32,48,275.15086221005004,1793.54,25165.94164,48.43998334767114,38.9796611529839,6,7,7,31,21,7,19,Sim,Não,Negar
6897,38,310.3351448517185,1122.32,122682.3156,559.7235158528205,23.536567141463927,4,4,7,10,16,4,14,Não,Não,Negar
6308,57,527.7971091225319,208.05,54126.26975,92.00880754413478,26.993117022124142,0,5,5,14,10,3,11,Não,Não,Negar
8765,52,258.239304189136,915.11,28610.81601,123.21307579337238,31.14476547879275,100,6,4,27,9,4,8,Sim,Não,Negar
9563,42,351.5757813359481,286.69,66536.4385,246.67770644147475,27.7167621840774,4,8,4,29,17,5,5,Não,Não,Negar
4951,47,398.2467182561784,50.19,39264.00492,59.12805861710908,30.55259950430988,1,6,3,27,14,4,8,Não,Não,Negar
2475,35,233.69002136284337,1846.17,23850.1487,143.92286738817683,30.413745148263786,6,9,8,17,20,12,20,Não,Não,Negar
6569,57,822.3144496391417,1052.0,133181.57816,381.2112151483205,38.99226477147875,2,6,7,17,8,4,3,Sim,Não,Conceder
11022,35,268.7824991206337,2624.85,92984.28352,134.20147774873143,35.627311242154754,6,10,5,52,14,11,29,Não,Não,Negar
5653,44,687.8083368321742,972.51,92761.01616,213.9592823723867,29.653677909931847,1,0,4,17,14,1,6,Não,Não,Negar
5494,31,422.13466142142886,860.37,42809.3645,111.38550524523792,27.452889440862123,0,4,1,1,10,2,4,Não,Não,Conceder
10750,48,333.32979987770483,1320.37,43632.52775,70.88768980230023,22.894315046383205,7,4,4,7,16,4,19,Não,Não,Negar
2272,46,332.7507757391668,314.58,18995.12615,58.64292439851418,35.08371813313691,2,6,6,27,12,0,17,Não,Não,Negar
9991,46,863.4061450570501,401.46,113582.50254,71.52089388332186,36.1098264395484,100,4,7,26,14,0,16,Não,Não,Negar
6132,36,271.42192188467885,3517.97,43155.868,125.98222339989984,26.641537831089927,9,9,6,38,19,12,34,Não,Não,Negar
51,29,426.2564429902082,2253.95,61209.58725,66.93199534699997,28.875737694025297,6,7,6,27,11,11,31,Sim,Não,Negar
10202,49,274.9583252980952,4311.42,13121.188925,17.32913269499249,35.43732757966457,5,6,6,12,18,10,24,Não,Não,Negar
484,34,325.70064719746927,4586.12,51422.7805,88.70566488832254,23.741097839516,6,7,9,18,14,10,31,Não,Não,Negar
4522,36,364.9962651067845,1166.23,43002.792,106.71507965412717,27.130969950102216,4,3,5,29,14,2,10,Não,Não,Negar
10886,33,378.2005594991545,1268.94,40292.10241,78.82724423031894,28.85689835161835,1,1,1,9,3,4,2,Não,Não,Conceder
7954,29,334.0728627572418,2360.67,22927.48325,10000.0,25.54865526965641,2,6,7,26,17,8,7,Não,Não,Negar
2448,32,317.54449345552035,1286.88,18552.957475,40.41618921525009,32.746550451216265,7,3,5,29,20,6,11,Não,Não,Negar
6759,50,250.5742099445432,2098.56,22118.73412,187.55588853352765,41.10855837165262,2,9,5,33,14,9,28,Sim,Não,Negar
12368,39,164.39168017464408,3988.3,90184.0896,386.46204239760254,32.51696659510616,8,7,8,20,20,9,31,Não,Não,Negar
4029,50,286.0890416089984,530.96,14497.44855,31.247172329340486,38.00594854955469,4,4,3,9,13,8,9,Não,Sim,Negar
654,58,248.8076618526126,451.72,43272.50298,233.608405650418,31.94585948889121,3,2,5,8,6,0,4,Não,Não,Conceder
980,26,274.24893852092805,458.8,31336.68818,119.2147247383895,39.01868742961911,5,8,6,4,11,6,14,Não,Sim,Negar
4337,29,489.1934949116412,376.17,53326.02625,74.94731558375015,30.009797780239406,2,0,3,7,10,0,9,Sim,Não,Conceder
2772,21,321.61695915450383,1913.06,47823.755000000005,147.65808750317098,35.03505172727187,8,10,6,24,23,9,29,Não,Não,Negar
10952,38,380.46497343815554,834.52,128785.8596,534.9054458105525,39.70786149343287,4,1461,3,6,7,0,17,Sim,Não,Negar
4771,18,240.98462512203528,4064.81,26152.50939,64.70760948489173,25.50293542660566,6,8,10,40,20,7,15,Não,Não,Negar
4420,35,335.91057211312443,1319.74,68187.7875,183.8073796541917,37.82181679764004,7,5,4,21,11,6,30,Não,Não,Negar
9759,43,1119.7756200820847,450.68,148006.65459999998,347.00604658458184,44.501692969684,0,5,2,6,12,3,12,Não,Não,Conceder
7282,29,303.70970941204564,522.36,19787.12428,19.29273007347024,33.710248497199345,6,6,3,21,20,7,17,Não,Não,Negar
4919,47,302.51154941297983,64.53,15493.1933,37.984244356841685,28.934801774159283,3,4,4,25,13,8,9,Não,Não,Negar
252,25,342.85524804686975,343.6,41974.65132,139.0871475028147,36.403191420667504,352,2,3,14,3,2,12,Sim,Não,Conceder
3255,46,215.6045572876976,2927.06,73408.076,171.19886852787218,27.07769663930917,8,6,10,47,21,8,22,Não,Não,Negar
2348,36,82.93355948563013,4766.91,70869.0675,405.7940254713585,35.33244376932278,8,8,10,25,15,4,18,Sim,Não,Negar
2423,53,564.770641729971,992.62,111136.54422,438.4355413302442,34.89266204010241,3,6,3,12,8,3,18,Não,Não,Negar
10845,45,295.4136341205916,754.02,43885.19625,262.92740198177324,25.83680661235636,3,7,4,16,19,4,15,Sim,Não,Negar
8673,29,313.07899737819514,2071.05,28045.84132,134.20147774873143,38.52730529558018,7,3,3,29,11,4,7,Não,Não,Negar
8058,45,383.4606458151178,1282.53,102814.5192,495.1375698848574,26.780442544365183,2,3,3,19,14,2,9,Não,Não,Negar
11294,31,322.0538519594364,2536.58,24651.94018,134.20147774873143,37.2711855434,5,1042,5,23,16,10,29,Não,Não,Negar
300,48,209.40257307093972,1306.08,26088.64762,152.25416414991176,35.56911984352368,100,9,6,47,14,10,34,Não,Não,Negar
12211,19,312.294735606723,1762.12,15218.569275000002,22.275476545214712,32.44441457443956,2,8,7,19,21,9,21,Não,Não,Negar
2880,54,459.5320718314497,565.94,44790.63519,60.8304630970409,28.151736269342194,1,4,5,4,14,1,1,Não,Não,Conceder
8545,57,354.28247541274993,534.03,24004.37886,80.69441732034417,30.79790685474024,1,0,1,3,10,2,4,Não,Sim,Conceder
7574,39,918.8821781314496,1381.48,151331.52548,243.0570101337144,40.56896875418511,3,4,5,12,14,2,20,Sim,Não,Negar
3543,47,221.0558994773712,1983.2,23507.18384,169.45887378646708,25.671013096514653,100,7,10,24,9,11,27,Não,Não,Negar
669,35,290.6708757386646,983.22,21113.04972,78.44415423803042,30.415152847130003,3,6,6,30,10,4,15,Não,Não,Negar
3661,22,204.77592437898485,1646.72,23224.52762,214.42801692240212,27.971627889662336,4,4,3,8,16,6,6,Não,Não,Negar
3835,20,519.5126604189385,1933.9,80772.87776,162.4723173953029,33.91520553076325,4,6,5,15,14,10,27,Não,Não,Negar
5822,28,270.59118655573985,1425.04,48171.116,287.5294419807974,29.225188077970888,3,7,3,22,13,7,34,Não,Não,Negar
8020,23,466.2151211775834,74.14,49766.911250000005,101.55410135781608,30.52723627987712,3,1,4,13,8,2,4,Não,Não,Conceder
8851,43,305.9957003430852,701.97,42046.25432,157.85147923448324,28.56231100163604,3,1297,3,4,6,0,6,Não,Não,Conceder
8397,54,690.4563804560003,67.9,98039.61344,10000.0,40.85904428925967,2,5,4,15,3,1,3,Não,Não,Conceder
304,34,314.5768861493476,2024.84,89617.4144,512.9191894924517,25.86304545029601,2,4,4,27,8,7,32,Não,Não,Negar
4793,35,95.39973060450323,3234.47,76615.19872,251.48974928984416,30.853151205818467,9,9,7,16,16,8,30,Não,Não,Negar
8858,46,371.7096881237178,1826.19,75251.7088,262.82635428553607,37.94625160198067,5,8,5,33,25,10,27,Não,Não,Negar
5829,49,336.70927440530085,1375.66,21928.236365,83.3500172613659,39.8284943988842,0,6,7,5,20,4,15,Sim,Não,Negar
1702,24,269.4708968582756,2947.72,48520.9025,10000.0,29.25936633700339,9,6,5,54,18,6,31,Não,Não,Negar
12236,31,402.0449245387896,2158.37,45601.0905,134.20147774873143,36.8499192351196,3,9,6,55,18,12,28,Não,Não,Negar
4336,41,795.7554927470993,1221.03,111560.75892,156.2833122921239,30.350202794694404,4,0,2,7,9,1,5,Não,Não,Conceder
3577,32,892.7047212222052,1371.49,110944.50432,148.77458140137418,45.02419933796352,1,3,5,14,11,1931,7,Não,Não,Negar
6974,53,730.8674200206882,467.77,111923.95578,254.4866702308676,27.27724122628757,100,5,7,6,14,4,8,Sim,Não,Negar
11988,47,306.7350008176625,4986.03,26746.044220000003,63.53786116280431,35.953864692006185,9,6,7,55,18,7,27,Sim,Não,Negar
11498,35,901.2851420279036,198.06,115270.91862,236.63210797209663,42.76023520012475,0,5,3,22,19,1,15,Sim,Não,Negar
9705,29,296.53597142575063,1616.5,15129.8186,36.09583974016977,38.14834122547448,5,6,5,20,17,9,33,Não,Sim,Negar
3690,36,169.84098767130115,762.62,55036.6285,386.7675168794888,33.61131045918926,3,4,6,7,8,0,6,Não,Não,Conceder
1624,35,327.6373827893028,2116.54,28135.58825,92.76557467645657,28.691036190327576,3,6,5,24,17,4,33,Não,Não,Negar
5319,26,281.6807122948789,1194.12,46870.5825,212.459427631734,32.94638139292046,4,6,4,28,17,0,12,Não,Não,Negar
4882,39,349.6145164599965,3331.54,71254.08499999999,92.99351119752232,36.68532366125829,9,6,8,23,17,9,28,Não,Não,Negar
1587,39,220.6560279227645,2265.53,20515.81315,179.56021505636588,29.02852776601544,3,8,9,43,18,9,27,Não,Não,Negar
11518,22,199.66879787652528,3020.66,42688.849,251.714496237771,38.19957225019939,100,6,7,55,19,10,31,Não,Não,Negar
2895,33,368.8313334021302,1259.9,35814.56417,28.805108759774328,27.222954652725235,2,8,7,24,20,4,18,Não,Não,Negar
3283,18,288.3180518080332,1559.69,12611.259375,57.94948031753636,27.56152452532692,4,7,6,25,17,10,16,Sim,Não,Negar
5099,34,289.50457353446507,1041.4,83732.88832,627.2900931322016,34.422388682992704,0,3,3,22,14,2,9,Sim,Não,Negar
10964,19,240.6060018799284,1426.14,43997.28375,10000.0,23.346025547305032,2,7,6,20,15,8,11,Sim,Não,Negar
8482,46,396.6921091694071,88.72,32864.80428,38.01237140384504,39.3563803944451,2,4,6,14,10,4,7,Não,Não,Negar
7200,19,280.4939463977115,2211.05,26293.796970000003,110.79199808235076,37.05321427477974,6,7,7,55,19,8,28,Não,Não,Negar
12340,38,364.96919718979416,778.91,42680.83253,118.25421564473707,41.70855765912532,2,6,7,27,20,1,18,Não,Não,Negar
8822,54,317.25819231344946,148.4,49025.85975,10000.0,23.49591077510567,1,3,5,3,9,1,6,Não,Não,Negar
7016,23,602.3803148901709,847.35,80233.9136,50.78645156823006,40.02987798442091,3,4,7,19,5,3,3,Não,Não,Negar
8481,24,272.4054232610745,441.46,42967.27925,300.4159628096304,29.995279440352,1,7,5,0,14,2,9,Não,Sim,Negar
3044,45,329.81290875112825,300.7,44349.38508,160.3424099840934,27.990625635607763,2,7,3,15,15,3,10,Sim,Não,Negar
3861,45,340.1564298382405,810.51,28490.50946,28.134192738732267,31.524172599581377,2,0,7,7,12,0,8,Não,Não,Conceder
1492,23,652.4207195531803,1209.53,69021.155,134.20147774873143,26.935129986950816,0,6,3,8,18,1,5,Não,Não,Negar
1237,36,338.60017102356176,1175.56,17496.889475,40.729870643104896,34.41580794956244,0,8,4,24,17,3,20,Não,Não,Negar
9361,26,276.761691715494,1664.89,12576.769725,41.28139823142612,28.941603668135706,4,8,3,21,9,5,10,Sim,Não,Negar
2629,44,501.6648671220485,121.17,46997.38225,10000.0,32.463877535878765,2,4,4,6,11,0,5,Não,Não,Conceder
4266,23,375.3322137079976,3685.87,47345.12300000001,99.5716034931708,33.407077350435394,5,6,9,62,17,11,23,Não,Não,Negar
7308,27,372.61593632563387,134.86,77857.08032000001,130.5162540877087,41.78180990435669,6,8,4,26,12,7,7,Sim,Não,Negar
2329,29,413.8731837509758,46.58,34600.01517,30.349357317280727,38.40798577216539,2,3,4,9,16,1,19,Sim,Não,Negar
5655,44,279.8002751816169,1420.58,27590.77048,10000.0,40.62693392965294,0,5,7,26,11,1,5,Não,Não,Negar
11111,57,544.0981148242606,1170.84,67787.7515,146.78106622000757,36.08209306030793,1,6,6,26,17,3,18,Não,Sim,Negar
1784,32,605.8556675337447,651.92,148099.27943999998,570.5882153502937,25.946131052654987,4,1,2,7,12,2370,12,Não,Não,Conceder
10878,59,280.34233100988223,94.17,16810.721849999998,41.726627205538094,25.862922887319016,4,3,3,22,15,2,20,Não,Não,Negar
1731,29,392.4412454550348,1821.39,46439.5295,104.72750905340357,34.95529205395565,3,4,4,7,8,6,9,Não,Não,Negar
8365,38,303.8678793100188,1820.55,23839.28666,64.09698340836701,31.272187036184164,5,4,9,21,8,8,25,Não,Sim,Negar
8242,7459,166.45264182914457,4524.72,23389.11995,151.14280919633848,33.15002071794178,9,7,5,56,25,7,20,Sim,Não,Negar
9743,26,2.661540771565342,382.17,133258.27468,1092.7097309020658,25.20299839124435,3,0,4,8,5,4,1,Sim,Não,Conceder
2309,60,864.5067101508416,742.14,122514.32466,115.56020988776588,41.64115396170415,3,2,3,10,2,4,2,Não,Não,Negar
4011,19,325.3927543396045,1723.77,19956.20193,58.73726630242572,31.83521119081874,6,6,733,58,24,1129,32,Sim,Não,Negar
11360,44,1085.1182355065282,1327.87,137812.6335,134.20147774873143,41.513395099464944,2,1,2,4,3,1,1,Não,Não,Conceder
9252,35,136.50187253890698,3398.95,26436.48959,204.57156761574444,26.09522293135334,100,6,9,33,15,12,34,Não,Não,Negar
2997,25,240.79167069723948,1672.2,20468.62272,121.41027434948576,36.61764283008966,6,7,5,16,19,4,14,Não,Não,Negar
1048,24,677.2432909635972,1.48,101989.65984,221.4492895437817,27.344609288159727,2,3,4,8,19,2,7,Não,Não,Negar
857,47,330.409517061694,3580.71,27642.75696,27.120674802286736,37.71224340989887,5,10,8,56,20,11,31,Não,Não,Negar
8185,22,717.8751441281032,1283.47,95648.85792,102.78885184658238,26.746807771824308,100,4,5,8,4,2,3,Não,Não,Negar
9963,26,364.7633722965149,2313.63,76744.10175999999,134.20147774873143,27.82937270352221,7,10,6,43,22,9,25,Não,Não,Negar
4721,22,255.19246173421053,1872.75,40296.76336,265.572197447603,27.60819376244771,2,4,5,16,19,6,17,Sim,Não,Negar
5478,42,346.94643726267685,1233.74,17988.8352,23.81356273732316,38.299791982495314,0,8,5,10,12,2,16,Não,Não,Negar
6248,43,203.5878016272962,3650.33,20411.00257,145.03381279627638,28.88433891209587,5,6,10,31,15,12,31,Não,Não,Negar
4394,26,336.74440595343515,537.64,21729.26784,37.400781834919016,25.92668192757677,2,7,4,15,15,0,11,Sim,Não,Negar
3161,24,302.76417530929353,4440.42,27636.82607,77.78947142191038,28.89651489210217,5,10,10,49,17,11,29,Não,Não,Negar
3945,42,406.9927066859193,3990.44,70375.99275,134.20147774873143,32.668885421662985,6,8,8,62,23,9,26,Sim,Não,Negar
11353,26,785.3655424178586,202.11,122405.11296,155.85925450238017,38.023234387579066,3,4,1,11,1,1,4,Não,Não,Conceder
3039,49,254.1275348879977,1175.65,59547.3235,385.69650458764863,33.03914262594099,3,5,4,15,20,6,10,Não,Não,Negar
7599,27,209.6160655285312,2708.55,27747.87827,10000.0,30.55253139795452,6,8,10,15,17,6,23,Não,Não,Negar
7223,60,371.2981970807105,761.16,40013.5127,87.47482988696585,35.23818415678068,2,4,2,12,7,0,6,Não,Sim,Conceder
7537,28,938.7411457818356,1453.22,124936.68174,214.80072374861268,35.494649497822344,1,5,1,13,4,3,5,Não,Não,Conceder
12373,38,122.2183889638892,760.71,74160.64775999999,509.2039129768499,36.770458092664725,4,8,6,31,19,8,20,Não,Não,Negar
108,61,349.1520196121019,339.11,26214.000155,52.12810761980296,31.229306847484608,3,1,7,13,9,2,3,Não,Sim,Negar
6665,29,220.62627269169155,2842.68,19438.02588,119.13768093339736,36.59724698053251,6,10,6,50,15,10,32,Não,Não,Negar
11449,42,306.0577557854945,4070.63,85489.8928,197.0149239332093,27.22166874606108,9,10,6,51,17,11,23,Não,Não,Negar
3155,35,516.7864892266161,647.15,136874.50108,873.9371774400504,38.94056680074513,0,5,4,30,18,0,8,Não,Não,Negar
7969,47,382.35483084882674,856.33,14714689.752,106.82689339598151,35.00660546998332,2,1,2,5,4,1,8,Não,Não,Conceder
10608,60,356.78082319189645,865.36,25026.62652,77.19017680810356,23.09850657126609,0,2,3,14,5,3,8,Não,Não,Conceder
8218,47,452.1845696968493,2533.64,48815.907,24.692395758440803,39.24666873221528,4,9,8,36,20,12,26,Não,Não,Negar
3095,41,328.43932063140613,228.04,60449.928,103.86422073357213,35.69079152036062,7,5,7,20,11,7,15,Não,Não,Negar
4839,25,601.4535057579634,1078.64,87408.17064,239.00147691522423,26.85329500567056,1,6,5,18,14,328,4,Não,Não,Conceder
2877,20,571.6920170381411,240.4,99531.86183999995,137.34880423905122,42.08129411276271,5,4,6,14,17,4,8,Não,Não,Negar
4157,32,879.2877574277055,911.23,108953.10972,224.1407425722944,25.616576467403988,0,2,3,6,5,2,7,Não,Não,Conceder
5644,25,741.0355310346852,1223.0,79516.18432,56.07775875819142,36.13659697566592,1,8,6,23,15,4,20,Não,Não,Negar
218,23,180.41497469544925,4288.63,27499.40235,169.6902261763537,26.883034424924933,7,8,6,36,24,10,30,Sim,Não,Negar
5439,30,171.3040826657243,1978.1,93366.76704,396.9781101720104,39.70520144829588,6,6,7,62,17,11,26,Não,Não,Negar
2390,33,170.36906002924297,3002.69,77455.248,474.2067017106067,23.64282564557741,6,6,10,36,17,9,26,Não,Não,Negar
10450,34,253.37020537599395,3650.06,12822.5851,134.20147774873143,25.249021115464764,7,7,9,45,14,8,17,Sim,Não,Negar
7625,39,160.95555345809842,65.19,35677.38363,270.1512174151147,24.19086596038393,6,4,6,23,8,5,19,Sim,Não,Negar
4881,36,306.638868542271,1320.47,30038.10698,107.14627393353553,38.13961546186685,4,5,6,7,0,2,3,Não,Não,Negar
3121,25,405.98352240589975,24.57,38585.51921,114.62533161432816,25.095277075903866,1,4,7,3,9,2,12,Não,Não,Negar
511,39,249.71571143242943,233.67,27725.39763,134.20147774873143,26.99397247677044,3,4,5,26,18,7,5,Não,Não,Negar
701,45,263.94777149413,3997.22,47645.2235,61.47368389281866,34.078297135701284,7,8,10,22,22,10,32,Não,Não,Negar
2185,39,312.41998750539346,1497.12,44177.72625,116.90607219090396,26.13351994522485,5,7,6,20,14,5,13,Não,Não,Negar
4861,35,1088.5765119749217,1175.61,135110.17002000002,143.1082535721042,37.291774919028384,1,0,4,3,3,0,3,Não,Não,Conceder
7608,52,286.49295047252014,107.79,28928.767105,133.05470098103143,40.37405530168041,2,5,4,0,7,3,7,Sim,Não,Negar
574,38,337.16958761341334,369.36,128939.01072,1244.2970991324974,34.056013083042735,1,2,7,28,5,3,4,Não,Não,Negar
40,22,518.1908835490624,233.79,74022.85984,251.6474222267431,34.45627234127101,2,5,7,7,15,1618,5,Não,Não,Negar
10006,50,469.68046294753526,2867.7,75733.4272,54.88413465341838,26.46033332141086,5,8,8,24,24,12,19,Não,Não,Negar
11166,35,576.1997872172573,561.21,108541.95352,296.0753043355354,24.40401730242393,5,5,6,30,9,5,18,Não,Sim,Negar
5740,47,294.95056578642505,2057.65,15641.564575,56.97275153817328,27.40135762180968,4,4,381,5,18,4,5,Não,Não,Negar
933,35,807.1486804703079,166.0,128291.8208,160.57300259294271,35.70642441672012,4,7,5,30,16,1,8,Não,Não,Negar
9454,31,259.0972165318718,556.11,15948.25635,117.39472373183044,28.33549153480685,2,7,6,14,10,2,18,Não,Não,Negar
3636,53,403.9282119481567,590.94,47395.299,153.39345073260358,26.790037379587982,2,5,3,11,14,3,16,Não,Não,Negar
5993,20,109.13819547291064,383.55,101921.12346,720.7990089999655,36.69712777687446,5,6,4,15,8,8,5,Sim,Não,Negar
6900,34,391.0703933495792,1464.69,38837.53475,104.85542453730622,40.00571174925678,2,3,4,10,9,3,3,Não,Não,Conceder
347,45,444.023932349478,190.04,51745.45775,129.08598431718875,36.155986275131845,0,0,5,5,13,4,11,Não,Não,Conceder
10657,55,652.4240648263022,1198.35,131019.47464,576.480724835837,28.0283435499043,100,3,4,5,7,1,1,Não,Não,Conceder
1251,50,228.92415489761515,1300.71,27373.75935,124.51495967140173,34.779106700199875,7,7,7,54,18,6,16,Não,Não,Negar
3560,27,548.8407175789372,1255.37,63739.39600000001,134.20147774873143,35.40245362516643,1,3,3,10,14,2,5,Sim,Não,Negar
3992,30,448.7338454404055,555.48,54622.8725,158.05312839436118,37.54381874362117,1,5,5,6,6,0,2485,Sim,Não,Negar
12421,40,325.53289273899827,1347.02,25867.8672,123.72710726100168,31.274422201237908,0,3,5,6,19,0,5,Não,Não,Negar
11646,54,687.2267707582449,176.06,75039.13888000001,75.29099577325672,28.10880862363044,1,8,3,11,20,0,19,Sim,Não,Negar
3685,61,893.2474185228525,461.72,103555.53376,123.69824814381408,38.65880761211503,0,4,5,11,20,0,8,Não,Não,Negar
5062,27,792.3583499785389,943.72,135227.78656,522.6915777727763,35.29654740162349,1,4,5,5,9,1,7,Não,Não,Conceder
10062,41,839.7520767440492,726.75,102364.95256,172.57425658928426,31.69141291248103,0,7,3,20,21,2,15,Sim,Não,Negar
4639,38,511.5961136062606,1084.09,53846.38175,120.40580306040611,39.47304065336103,0,4,5,10,4,2,4,Não,Não,Conceder
5466,46,365.8374614458713,4192.94,44386.75374,73.23668700119674,24.839513207208533,100,7,10,18,18,8,31,Não,Não,Negar
5269,33,299.67529482806464,2370.05,14163.8692,49.87261152594778,33.79567378958994,2,7,6,58,14,9,30,Não,Não,Negar
7140,40,389.3812550009608,527.79,37835.34944,96.91679721320598,35.11649464899275,1,1,3,4,0,2,1,Não,Não,Negar
11132,32,274.57432280141074,3498.63,15001.913875,86.38755017611565,28.73679046021791,5,9,5,21,22,12,20,Sim,Não,Negar
6553,33,592.8417047611711,216.05,89980.97168,108.816341362871,27.90545095102648,4,2,5,11,5,1,8,Sim,Não,Negar
972,22,548.5552734120977,1942.0,65146.98225,71.09972545540522,37.769366948810415,3,5,5,13,19,4,8,Não,Não,Negar
8010,31,346.45951906445254,162.45,43921.52975,51.45544763322186,26.575354540941824,5,7,4,25,17,4,7,Sim,Não,Negar
4851,45,382.64267421886666,576.75,23769.514265,43.07411744780003,39.996320904557685,0,0,3,2,8,0,11,Sim,Não,Conceder
1603,26,112.79938098267462,1244.79,102493.8213,756.9559442230362,23.30499157966601,4,4,5,18,19,4,20,Não,Não,Negar
9366,43,244.37827341396488,4866.57,26620.32016,136.2170245847332,31.97039341497201,100,9,9,33,14,11,33,Sim,Não,Negar
10501,38,421.72755665272746,991.98,69213.3575,235.8001908974705,28.28287596129008,2,2,3,11,2,3,4,Sim,Não,Conceder
11762,24,241.8700364795276,2395.15,21455.97405,109.79156656674414,31.54224621890945,6,8,5,22,21,6,24,Não,Não,Negar
8641,53,353.8581874613478,1460.18,93806.652,512.5088955690226,33.69242015332662,2,2,4,18,4,1,7,Não,Não,Conceder
10280,56,404.3413884541428,1061.77,44093.77588,27.56688821455172,35.623966138955886,3,5,5,24,4388,3,10,Não,Não,Negar
1514,47,318.27702110856194,1415.37,22470.838495,44.63753685564959,38.84510755473027,1,0,3,3,0,4,6,Não,Não,Negar
4817,18,197.235185896006,217.91,138381.51096,10000.0,38.34168026778518,7,5,3,16,17,7,13,Não,Não,Negar
